@RELATION drive
@ATTRIBUTE Velocity NUMERIC
@ATTRIBUTE LateralVelocity NUMERIC
@ATTRIBUTE LaneOffset NUMERIC
@ATTRIBUTE LatAcc NUMERIC
@ATTRIBUTE LonAcc NUMERIC
@ATTRIBUTE HeadingError NUMERIC
@ATTRIBUTE Lane NUMERIC
@ATTRIBUTE previousSteer NUMERIC
@ATTRIBUTE previousThrottle NUMERIC
@ATTRIBUTE previousBrake NUMERIC
@ATTRIBUTE stopDelay NUMERIC
@ATTRIBUTE STOP NUMERIC
@ATTRIBUTE SpeedLimit NUMERIC
@ATTRIBUTE IntersectionLeftTurn NUMERIC
@ATTRIBUTE IntersectionRightTurn NUMERIC
@ATTRIBUTE IntersectionLeftIntersection NUMERIC
@ATTRIBUTE IntersectionRightIntersection NUMERIC
@ATTRIBUTE LightDistance NUMERIC
@ATTRIBUTE LightStatus NUMERIC
@ATTRIBUTE DistanceOfNextTurn NUMERIC
@ATTRIBUTE AngleOfNextTurn NUMERIC
@ATTRIBUTE DistanceOfLastTurn NUMERIC
@ATTRIBUTE AngleOfLastTurn NUMERIC
@ATTRIBUTE OtherVehicleRay1_D NUMERIC
@ATTRIBUTE OtherVehicleRay1_DeltaV NUMERIC
@ATTRIBUTE OtherVehicleRay2_D NUMERIC
@ATTRIBUTE OtherVehicleRay2_DeltaV NUMERIC
@ATTRIBUTE OtherVehicleRay3_D NUMERIC
@ATTRIBUTE OtherVehicleRay3_DeltaV NUMERIC
@ATTRIBUTE OtherVehicleRay4_D NUMERIC
@ATTRIBUTE OtherVehicleRay4_DeltaV NUMERIC
@ATTRIBUTE Steer NUMERIC
@ATTRIBUTE Brake NUMERIC
@ATTRIBUTE Throttle NUMERIC
@DATA
37.150768,-0.001152,-0.341076,-0.034496,-3.02461,0.011508421834970339,1.0,-0.033265,0.0,51.521881,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,463.17826167315656,6.99999953831504,300.0,0.0,33.078461,-3.034667076142938,25.484014,-31.774081107558352,218.116571,70.5537811623759,300.0,0.0,-0.04436,49.275715,0.0
35.207818,0.01079,-0.269723,-0.07011,-0.582407,0.0095004030772582,1.0,-0.04381,0.0,21.423304,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,456.4771130292307,6.99999953831504,300.0,0.0,32.829929,0.3058028122787988,21.003167,-17.406728505242036,230.596657,63.01958387068774,300.0,0.0,-0.032728,5.363246,0.0
35.023718,8.8E-5,-0.210876,-0.037463,-0.160533,0.00845395601764001,1.0,-0.022708,0.0,0.197074,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,449.93926829313847,6.99999953831504,300.0,0.0,33.018706,1.8877398488834203,20.112047,5.364779425242364,241.862695,57.88223038760204,300.0,0.0,-0.027406,0.0,0.0
34.901369,-6.18E-4,-0.159616,-0.062222,-0.089423,0.007264391959358246,1.0,-0.045196,0.833771,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,443.42814416563544,6.99999953831504,300.0,0.0,33.495162,3.407742402830742,23.227099,25.43456473135252,252.479333,55.886481318457285,300.0,0.0,-0.0515,0.0,2.215844
34.986497,0.002302,-0.118919,-0.072903,0.134702,0.00530337491840245,1.0,-0.054751,6.695669,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,436.9226680320088,6.99999953831504,300.0,0.0,34.239418,4.719815846883947,29.119339,36.41332022698008,262.739543,54.09711010843968,300.0,0.0,-0.051542,0.0,6.695669
35.085799,0.004103,-0.090114,-0.019727,0.112181,0.004053282841661557,1.0,-0.004886,6.362066,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,430.65769148442854,6.99999953831504,300.0,0.0,35.484686,6.017890775862703,36.215841,41.612187774304786,272.409869,52.32090517711259,300.0,0.0,-0.001002,0.0,6.362066
35.196347,-1.08E-4,-0.063402,-0.002785,0.119194,0.003962176654707553,-1.0,-0.003786,6.552696,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,424.11225793936296,6.99999953831504,300.0,0.0,36.709997,7.305237405913886,300.0,0.0,44.256488,44.577073014038234,300.0,0.0,-0.001989,0.0,6.790984
35.329662,0.002373,-0.036652,0.040225,0.195014,0.004322709318292021,-1.0,0.043496,8.173058,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,417.54498202855433,6.99999953831504,300.0,0.0,38.174112,8.57003257032519,300.0,0.0,52.736875,46.40097308630902,300.0,0.0,0.041866,0.0,11.461441
35.642652,-0.005002,-0.003565,0.024417,0.372146,0.005583570076517565,-1.0,0.009713,12.843513,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,410.936603273151,6.99999953831504,300.0,0.0,39.855737,9.359358630825426,300.0,0.0,61.512228,47.78192584049478,300.0,0.0,0.004969,0.0,14.368561
36.105677,-3.45E-4,0.034163,0.00641,0.530153,0.005769273108929924,-1.0,0.003232,17.275681,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,404.2566616327348,6.99999953831504,300.0,0.0,41.560673,8.896444508648358,300.0,0.0,70.519329,48.934460819819506,300.0,0.0,0.004875,0.0,17.275681
36.595719,-7.39E-4,0.073738,0.007388,0.522509,0.005948658049449895,-1.0,0.005321,17.275681,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,397.4858601656298,6.99999953831504,300.0,0.0,43.17496,8.406533135223462,300.0,0.0,79.72344,49.896270773546426,300.0,0.0,0.00489,0.0,17.275681
37.079008,-0.004573,0.114721,-0.033071,0.515357,0.005975937545658395,-1.0,-0.028557,17.275681,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,390.6245035528386,6.99999953831504,300.0,0.0,44.698593,7.92330617622941,300.0,0.0,89.0921,50.71325972563734,300.0,0.0,-0.044765,0.0,17.275681
37.555573,0.006272,0.150694,-0.068306,0.508273,0.004304959319799161,-1.0,-0.043989,17.275681,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,383.6735978609695,6.99999953831504,300.0,0.0,46.132754,7.445863128629334,300.0,0.0,98.480894,50.497992778722114,300.0,0.0,-0.042074,0.0,17.275681
38.025683,0.005085,0.175925,-0.059475,0.50081,0.002750429461632895,-1.0,-0.038055,17.275681,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,376.6345151691086,6.99999953831504,300.0,0.0,47.478613,6.974931011380775,300.0,0.0,107.407692,47.37054179774294,300.0,0.0,-0.038048,0.0,17.085051
38.482754,0.005232,0.190926,-0.057718,0.491889,0.0013250365148215568,-1.0,-0.037499,17.180363,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,369.5090247567648,6.99999953831504,300.0,0.0,48.737991,6.517118101308441,300.0,0.0,115.811715,44.98599228551693,300.0,0.0,-0.036603,0.0,17.275681
38.941553,0.005498,0.196096,-0.054619,0.491633,-3.523819759808705E-5,-1.0,-0.034743,17.418653,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,362.29822308181303,6.99999953831504,300.0,0.0,49.912045,6.057632124242815,300.0,0.0,124.051238,44.1676449758389,300.0,0.0,-0.03394,0.0,17.275681
39.338427,0.005742,0.19226,-0.031681,0.403994,-0.0011145498070307003,-1.0,-0.01656,15.226398,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,355.00638261337735,6.99999953831504,300.0,0.0,51.004567,5.660225708433067,300.0,0.0,132.241046,43.717164673069895,300.0,0.0,-0.011946,0.0,15.321713
39.70951,0.002074,0.182765,-0.020417,0.395452,-0.001572297309951354,-1.0,-0.012848,15.226398,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,347.6440818627431,6.99999953831504,300.0,0.0,52.026507,5.288931180233021,300.0,0.0,140.358343,43.214746506040136,300.0,0.0,-0.013148,0.0,15.226398
40.076852,0.003061,0.16945,-0.023629,0.391107,-0.0021070836460549856,-1.0,-0.015536,15.226398,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,340.2131581751179,6.99999953831504,300.0,0.0,52.979772,4.921338102929845,300.0,0.0,148.371634,42.5985619230854,300.0,0.0,-0.014542,0.0,15.226398
40.438403,0.006634,0.152411,0.021852,0.385781,-0.0024603382866586576,-1.0,0.024877,15.226398,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,332.7143463856775,6.99999953831504,300.0,0.0,53.865101,4.559625459040454,300.0,0.0,156.251683,41.88030627363149,300.0,0.0,0.038855,0.0,15.226398
40.747199,-0.009635,0.138783,0.06256,0.227435,-8.609185601313342E-4,-1.0,0.036591,11.556756,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,324.84776565911466,6.99999953831504,300.0,0.0,54.717494,4.25165382969206,300.0,0.0,164.292738,40.94415978066424,300.0,0.0,0.030807,0.0,10.460627
40.932427,-0.00612,0.135033,0.012794,0.206953,-5.017821599513858E-5,-1.0,-0.002303,10.460627,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,317.5448360051337,6.99999953831504,300.0,0.0,55.462215,4.066802885438321,300.0,0.0,171.58679,40.84629514840295,300.0,0.0,-0.005135,0.0,10.460627
41.123986,0.002038,0.133526,-0.008424,0.204418,-2.962172806486479E-4,-1.0,-0.003831,10.460627,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,309.9026381654981,6.99999953831504,300.0,0.0,56.202857,3.875130551458767,300.0,0.0,179.212259,41.04405216555464,300.0,0.0,-0.003639,0.0,10.460627
41.320853,0.001305,0.130605,-0.00741,0.202005,-4.811000083119125E-4,-1.0,-0.003621,10.460627,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,301.91712321416486,6.99999953831504,300.0,0.0,56.935438,3.6781819126674478,300.0,0.0,187.181628,41.24678593087217,300.0,0.0,-0.003909,0.0,10.460627
41.347519,0.001298,0.126111,-0.018496,-0.212624,-7.652919704149173E-4,-1.0,-0.014613,0.0,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,294.210223645855,6.99999953831504,300.0,0.0,57.61028,3.6513858185328445,300.0,0.0,194.875048,41.27847705107097,300.0,0.0,-0.014202,0.0,0.0
41.170568,0.003792,0.11832,-0.022132,-0.188749,-0.0013448983617097034,-1.0,-0.010798,0.0,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,286.5250996941891,6.99999953831504,300.0,0.0,58.305259,3.828062003687279,300.0,0.0,202.549192,41.10562397123467,300.0,0.0,-0.008935,0.0,0.0
41.007155,0.001982,0.107425,0.002211,-0.152996,-0.0015345632915232637,-1.0,0.003366,0.500168,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,278.87212540576667,6.99999953831504,300.0,0.0,59.032585,3.991394015217274,300.0,0.0,210.191774,40.946674770595365,300.0,0.0,0.007261,0.0,0.833771
40.890252,-0.003302,0.097497,0.028587,-0.115785,-9.681166827890213E-4,-1.0,0.01954,1.691609,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,271.2452854176778,6.99999953831504,300.0,0.0,59.786287,4.108585803737768,300.0,0.0,217.80888,40.83528090928622,300.0,0.0,0.016053,0.0,1.691609
40.801183,-0.003328,0.092119,0.020135,-0.080858,-3.6009633127108225E-4,-1.0,0.010763,2.54945,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,263.63783351496807,6.99999953831504,300.0,0.0,60.559534,4.197919441707313,300.0,0.0,225.407428,40.75118703151251,300.0,0.0,0.008477,0.0,2.54945
40.725717,-0.001173,0.090101,0.009658,-0.080759,-1.0875146569200865E-4,-1.0,0.005754,2.54945,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,256.04500321780114,6.99999953831504,300.0,0.0,61.347622,4.273500652530316,300.0,0.0,232.991964,40.67949432699132,300.0,0.0,0.00558,0.0,2.54945
40.652814,-0.002006,0.089738,-0.003958,-0.076887,3.4958944917480896E-5,-1.0,-0.005244,2.644765,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,248.4661115223164,6.99999953831504,300.0,0.0,62.149569,4.346477162850725,300.0,0.0,240.563304,40.609799546995234,300.0,0.0,-0.008815,0.0,2.54945
40.59717,0.002295,0.088747,-0.013652,0.034686,-3.150493832777413E-4,-1.0,-0.008343,3.979179,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,240.90041173769035,6.99999953831504,300.0,0.0,62.964824,4.401994129866885,300.0,0.0,248.121836,40.55616602418091,300.0,0.0,-0.00632,0.0,10.889547
40.871099,0.001587,0.085576,-0.012091,0.35926,-5.814389870097137E-4,-1.0,-0.007346,14.273243,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,233.31560508620282,6.99999953831504,300.0,0.0,63.763416,4.127984039187233,300.0,0.0,255.697382,40.83175840187738,300.0,0.0,-0.007815,0.0,15.131083
41.2554,0.002296,0.080206,-0.013412,0.480274,-8.924392064221381E-4,-1.0,-0.00881,17.180363,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,225.66866380188003,6.99999953831504,300.0,0.0,64.500672,3.7450036400384263,300.0,0.0,263.334553,41.21741802631669,300.0,0.0,-0.00735,0.0,18.181177
41.729499,0.002408,0.072803,-0.012824,0.530374,-0.0012006468990314774,1.0,-0.006931,19.467934,0.0,0.0,300.0,35.0,300.0,300.0,300.0,300.0,300.0,0.0,217.94048081183894,6.99999953831504,300.0,0.0,65.157431,3.270984304521974,300.0,0.0,271.052468,41.69270571136121,300.0,0.0,-0.00591,0.0,19.467934
42.293857,0.002249,0.062613,-0.015671,0.648089,-0.0015026237662120465,1.0,-0.010057,26.187668,0.0,0.0,300.0,35.0,300.0,294.33949251582857,300.0,300.0,300.0,0.0,210.11640988860316,6.99999953831504,300.0,0.0,65.718982,2.706706564954551,300.0,0.0,278.865813,42.25810913384632,300.0,0.0,-0.009695,0.0,26.187668
42.939014,0.003371,0.049536,-0.01803,0.710387,-0.0018993371051907787,1.0,-0.009206,26.187668,0.0,0.0,300.0,35.0,300.0,286.6611753479315,300.0,300.0,300.0,0.0,202.17923595626107,6.99999953831504,300.0,0.0,66.167995,2.061660200948488,300.0,0.0,286.79188,42.90402261944889,300.0,0.0,-0.009862,0.0,26.187668
43.604318,0.002957,0.033494,-0.006383,0.716687,-0.0021624454899283573,1.0,2.8E-4,26.187668,0.0,0.0,300.0,35.0,300.0,278.87969325718154,300.0,300.0,300.0,0.0,194.11931604356036,6.99999953831504,300.0,0.0,66.494463,1.3964418055977887,300.0,0.0,294.840661,43.57025101429697,300.0,0.0,6.62E-4,0.0,26.187668
44.229078,-3.28E-4,0.01607,-1.24E-4,0.532229,-0.002132897065692288,1.0,-1.67E-4,21.755503,0.0,0.0,300.0,35.0,300.0,270.99644735882146,300.0,300.0,300.0,0.0,185.93642013092136,6.99999953831504,300.0,0.0,66.697715,0.7716936116718358,300.0,0.0,300.0,0.0,300.0,0.0,-2.8E-4,0.0,17.704599
44.465875,-1.39E-4,-0.001614,-0.002074,-0.05022,-0.002139180250999478,1.0,-4.06E-4,6.790984,0.0,0.0,300.0,35.0,300.0,263.0494520672056,300.0,300.0,300.0,0.0,177.66803801713212,6.99999953831504,300.0,0.0,66.812659,0.5349061380113227,300.0,0.0,300.0,0.0,300.0,0.0,-0.00266,0.0,2.215844
44.355133,8.7E-4,-0.019529,4.41E-4,-0.09542,-0.002193686883539547,1.0,0.002596,2.883053,0.0,0.0,300.0,35.0,300.0,255.11980896543182,300.0,300.0,300.0,0.0,169.39638123808436,6.99999953831504,300.0,0.0,66.921571,0.6456600651896096,300.0,0.0,300.0,0.0,300.0,0.0,0.002552,0.0,2.883053
44.303576,-0.001164,-0.037257,9.69E-4,-0.023357,-0.002098671159060778,1.0,-0.001048,4.741703,0.0,0.0,300.0,35.0,300.0,247.22781819435872,300.0,300.0,300.0,0.0,161.14074574465292,6.99999953831504,300.0,0.0,67.046912,0.697182942520925,300.0,0.0,300.0,0.0,300.0,0.0,-0.002786,0.0,4.741703
44.281774,0.001677,-0.055196,-0.008996,-0.024535,-0.002282716128683216,1.0,-0.005977,4.741703,0.0,0.0,300.0,35.0,300.0,239.36573279536393,300.0,300.0,300.0,0.0,152.89069326372214,6.99999953831504,300.0,0.0,67.178118,0.7190401320138733,300.0,0.0,300.0,0.0,300.0,0.0,-0.004714,0.0,4.837019
44.260492,9.93E-4,-0.074524,-0.006327,-0.024327,-0.002437073047729778,1.0,-0.003022,4.741703,0.0,0.0,300.0,35.0,300.0,231.5348749025183,300.0,300.0,300.0,0.0,144.6446300286492,6.99999953831504,300.0,0.0,67.313239,0.7403707062955363,300.0,0.0,300.0,0.0,300.0,0.0,-0.00372,0.0,4.741703
44.237858,6.66E-4,-0.094831,-0.002564,-0.024217,-0.002511319354109671,1.0,-4.05E-4,4.741703,0.0,0.0,300.0,35.0,300.0,223.7381236309241,300.0,300.0,300.0,0.0,136.4027485642671,6.99999953831504,300.0,0.0,67.452519,0.763026607226486,300.0,0.0,300.0,0.0,300.0,0.0,-5.53E-4,0.0,4.741703
44.216124,2.9E-4,-0.11552,6.94E-4,-0.024025,-0.002521738969743565,1.0,0.001257,4.741703,0.0,0.0,300.0,35.0,300.0,215.97843677928392,300.0,300.0,300.0,0.0,128.16500108697048,6.99999953831504,300.0,0.0,67.595894,0.784757912524114,300.0,0.0,300.0,0.0,300.0,0.0,4.65E-4,0.0,4.741703
44.144544,5.8E-5,-0.136271,-0.001358,-0.138853,-0.0025305528824667014,1.0,-7.84E-4,1.596295,0.0,0.0,300.0,35.0,300.0,208.26147331253594,300.0,300.0,300.0,0.0,119.93365923004323,6.99999953831504,300.0,0.0,67.745317,0.7444899347691276,300.0,0.0,300.0,0.0,300.0,0.0,-0.001587,0.0,1.596295
44.02192,4.58E-4,-0.157172,-5.25E-4,-0.131542,-0.0025668557309078016,1.0,3.9E-5,1.786927,0.0,0.0,300.0,35.0,300.0,200.60459396983364,300.0,300.0,300.0,0.0,111.722894125608,6.99999953831504,300.0,0.0,67.664857,-1.928828919112668,300.0,0.0,300.0,0.0,300.0,0.0,0.001618,0.0,1.691609
43.892345,-1.48E-4,-0.178202,-0.004055,-0.167348,-0.0025862637921905828,1.0,-0.002801,1.262691,0.0,0.0,300.0,35.0,300.0,193.01464035143366,300.0,300.0,300.0,0.0,103.53522487536927,6.99999953831504,300.0,0.0,67.086584,-4.595184571244609,300.0,0.0,300.0,0.0,300.0,0.0,-0.003438,0.0,0.0
43.703396,0.00214,-0.199954,-0.008749,-0.201191,-0.0027935565474494248,1.0,-0.004116,0.0,0.0,0.0,300.0,35.0,300.0,185.5035719871359,300.0,300.0,300.0,0.0,95.37780202954202,6.99999953831504,300.0,0.0,66.01734,-7.202072985156271,300.0,0.0,300.0,0.0,300.0,0.0,-0.003094,0.0,0.0
43.516423,9.87E-4,-0.222948,-0.006318,-0.199891,-0.0029167767926406444,1.0,-0.001931,0.0,0.0,0.0,300.0,35.0,300.0,178.08183467090973,300.0,300.0,300.0,0.0,87.25546395359564,6.99999953831504,300.0,0.0,64.504708,-8.515037857174619,300.0,0.0,300.0,0.0,300.0,0.0,-0.003371,0.0,0.0
43.330316,0.001166,-0.246853,-0.006022,-0.19929,-0.00303809462894604,1.0,-0.003044,0.0,0.0,0.0,300.0,35.0,300.0,170.7557783186965,300.0,300.0,300.0,0.0,79.16806855812406,6.99999953831504,300.0,0.0,62.934116,-8.328794240700127,300.0,0.0,300.0,0.0,300.0,0.0,-0.003011,0.0,0.0
43.14505,0.001456,-0.271695,-0.004612,-0.198257,-0.0031776686092288256,1.0,-0.003138,0.0,0.0,0.0,300.0,35.0,300.0,163.53289461731677,300.0,300.0,300.0,0.0,71.11542288363631,6.99999953831504,300.0,0.0,61.398262,-8.142273630373985,300.0,0.0,300.0,0.0,300.0,0.0,7.6E-5,0.0,0.0
42.960624,0.001543,-0.297426,-0.001698,-0.197481,-0.003291568796214116,1.0,-0.001661,0.0,0.0,0.0,300.0,35.0,300.0,156.42200869185126,300.0,300.0,300.0,0.0,63.09748333486513,6.99999953831504,300.0,0.0,59.896867,-7.959458628830923,300.0,0.0,300.0,0.0,300.0,0.0,0.003385,0.0,0.0
42.740287,-0.00296,-0.32268,0.02001,-0.326693,-0.002963045471111265,1.0,0.010888,0.0,3.229391,0.0,300.0,35.0,300.0,149.4337472499279,300.0,300.0,300.0,0.0,55.11538367058081,6.99999953831504,300.0,0.0,58.427364,-7.784154385134208,300.0,0.0,300.0,0.0,300.0,0.0,0.015678,3.004776,0.0
42.440848,-0.009623,-0.342325,0.082363,-0.330366,-0.0015897680557643526,1.0,0.051064,0.0,3.004776,0.0,300.0,35.0,300.0,142.59051315474508,300.0,300.0,300.0,0.0,47.18463035495262,6.99999953831504,300.0,0.0,56.991739,-7.650045163274207,300.0,0.0,300.0,0.0,300.0,0.0,0.052638,3.229391,0.0
42.119747,-0.015052,-0.348015,0.098148,-0.35166,6.085439502929595E-4,1.0,0.051384,0.0,3.566316,0.0,300.0,35.0,300.0,135.90680112623227,300.0,300.0,300.0,0.0,39.31307787957143,6.99999953831504,300.0,0.0,55.572858,-7.651078415442427,300.0,0.0,300.0,0.0,300.0,0.0,0.052425,3.566316,0.0
41.792478,-0.010032,-0.336021,0.173591,-0.350727,0.003107872892441195,1.0,0.092092,0.0,3.566316,0.0,300.0,35.0,300.0,129.39719826377691,300.0,300.0,300.0,0.0,31.505101468098758,6.99999953831504,300.0,0.0,54.153922,-7.690521575693637,300.0,0.0,300.0,0.0,300.0,0.0,0.12902,3.566316,0.0
40.967895,-0.050872,-0.29452,0.232321,-1.341259,0.008924217531297367,1.0,0.13607,0.0,19.850994,0.0,300.0,35.0,300.0,123.0928505310453,300.0,300.0,300.0,0.0,23.791820061909434,6.99999953831504,300.0,0.0,52.762935,-7.1338405000284695,300.0,0.0,300.0,0.0,300.0,0.0,0.100794,20.63715,0.0
39.659118,-0.028545,-0.219953,0.103862,-1.416196,0.012188978070200326,1.0,0.021205,0.0,21.198689,0.0,300.0,35.0,300.0,117.10774074058985,300.0,300.0,300.0,0.0,16.31120600584811,6.99999953831504,300.0,0.0,51.557184,-5.86920985438303,300.0,0.0,300.0,0.0,300.0,0.0,0.027651,21.198689,0.0
38.341634,0.005364,-0.134307,0.22715,-1.412375,0.013952912532020969,1.0,0.141511,0.0,21.198689,0.0,300.0,35.0,300.0,111.48127283297134,300.0,300.0,300.0,0.0,9.124899586264391,6.99999953831504,300.0,0.0,50.617532,-4.2843486215519135,300.0,0.0,300.0,0.0,300.0,0.0,0.253083,21.198689,0.0
37.000133,-0.043155,-0.114955,0.957235,-1.305426,0.02997473835935619,1.0,0.620743,0.0,20.075609,0.0,300.0,35.0,300.0,105.99278004555157,300.0,300.0,300.0,0.0,2.4746154821890345,6.99999953831504,300.0,0.0,46.412029,-71.81282513859767,300.0,0.0,300.0,0.0,300.0,0.0,0.726326,19.40176,0.0
35.842576,-0.056605,-0.19772,1.807584,-1.292333,0.011936740044263521,1.0,1.195252,0.0,19.064835,0.0,300.0,35.0,300.0,101.17332384137559,300.0,300.0,300.0,0.0,1.9738854022310948,7.999998683024822,3.0294564662700076,1.9999990683418662,33.59958,-71.76373161828695,300.0,0.0,300.0,0.0,300.0,0.0,1.317095,19.064835,0.0
34.54268,-0.020984,-0.357662,3.626664,-1.374765,-0.02112507404381176,1.0,2.601166,0.0,19.064835,0.0,300.0,35.0,300.0,96.09401251079622,300.0,300.0,300.0,0.0,2.1580135997373713,7.99999671834405,2.3597641170634476,2.0000030462967353,19.772217,-70.86814232987416,300.0,0.0,300.0,0.0,300.0,0.0,2.933208,18.840219,0.0
33.235623,-0.229497,-0.460442,4.145798,-1.337389,-0.008208811857757172,1.0,2.808828,0.0,18.840219,0.0,300.0,35.0,300.0,91.1791285415228,300.0,300.0,300.0,0.0,3.0635950377985592,8.000008935214625,1.7928102581394458,1.9999955156864473,6.974032,-62.94514672660188,300.0,0.0,300.0,0.0,300.0,0.0,2.671829,18.615604,0.0
31.991717,-0.094639,-0.350097,3.161077,-1.274507,0.02236232396619383,1.0,2.049595,0.0,18.615604,0.0,300.0,35.0,300.0,86.19384656363383,300.0,300.0,300.0,0.0,2.4228330546276937,8.000000767892715,2.1803741019865943,2.000001913677012,50.406653,2.587400715254347,300.0,0.0,7.740356,62.924417604274325,300.0,0.0,2.062831,18.615604,0.0
30.789306,0.042424,-0.217885,2.775212,-1.272851,0.03456351946598019,1.0,2.150726,0.0,18.840219,0.0,300.0,35.0,300.0,81.21728523471091,300.0,300.0,300.0,0.0,2.19808252914168,7.999991693788302,2.760827363773815,2.0000081261179234,51.000705,3.6231276499184943,300.0,0.0,20.123666,66.69127875799154,300.0,0.0,2.129699,18.840219,0.0
29.662028,0.079907,-0.030424,2.534085,-0.896054,0.04606000717508116,1.0,2.074036,0.0,18.840219,0.0,300.0,35.0,300.0,76.2910996260329,300.0,300.0,300.0,0.0,2.2696233785288533,7.999999981625114,3.2779317248386293,2.0000040285473415,51.777329,4.551892316799986,300.0,0.0,32.494598,65.43752104137235,300.0,0.0,1.967968,12.77558,0.0
29.461874,0.107074,0.165489,1.972893,-0.130168,0.010176154134087435,1.0,1.615431,0.0,0.197074,0.0,300.0,35.0,300.0,71.36365522784823,300.0,300.0,300.0,0.0,3.395513597751143,8.000011407253046,2.4653197552840638,2.0000014131728125,52.658178,4.700666515437824,300.0,0.0,44.610456,64.50271559019117,300.0,0.0,1.611438,0.197074,0.404853
29.470074,0.142047,0.271042,2.121941,0.11098,0.0020846482719919196,1.0,1.807049,6.219093,0.0,0.0,300.0,35.0,300.0,66.37717228194742,300.0,300.0,300.0,0.0,3.2162361562480477,8.000007416772545,2.6678180878083095,1.9999944860949712,53.559771,4.7623220722358965,300.0,0.0,56.566967,63.85480587641341,300.0,0.0,1.877638,0.0,6.219093
29.832029,0.124064,0.359413,2.281239,0.567972,0.0031198855801229143,1.0,1.929603,15.560001,0.0,0.0,300.0,35.0,300.0,61.287037298939914,300.0,300.0,300.0,0.0,3.031987692021829,7.999994607476454,2.897309405793298,2.000009604060729,54.446478,4.524410557363748,300.0,0.0,68.414738,63.489557651339325,300.0,0.0,1.929101,0.0,15.893607
30.387382,0.084291,0.409534,2.112419,0.606905,0.004167098048247945,1.0,1.761549,15.988919,0.0,0.0,300.0,35.0,300.0,56.0349130817786,300.0,300.0,300.0,0.0,2.853334253063317,7.999997171161982,3.2056990152916742,2.0000142920232142,55.288158,4.382271119793586,300.0,0.0,80.197811,63.15837515759965,300.0,0.0,1.670328,0.0,15.988919
30.948405,0.09142,0.380248,2.138243,0.596745,-0.0018239446615402784,1.0,1.75132,16.084236,0.0,0.0,300.0,35.0,300.0,50.62348767363395,300.0,300.0,300.0,0.0,2.70424422914634,7.999999593168023,3.5968163331550507,2.0000072775585074,56.127471,4.543484791611601,300.0,0.0,91.913648,62.75134266758906,300.0,0.0,1.754355,0.0,16.084236
31.492416,0.083802,0.306198,2.430391,0.570835,-0.03890866858917882,1.0,1.907445,16.084236,0.0,0.0,300.0,35.0,300.0,45.06050586825358,300.0,300.0,300.0,0.0,3.265376595743135,7.9999936621003265,2.6580618284940245,2.0000054564530276,56.995055,4.719537302389856,300.0,0.0,300.0,0.0,103.536295,62.13328061204972,1.980619,0.0,15.988919
